profile,phase,start_ps,end_ps,component_path,dynamic_w,leakage_w,total_w,temperature_used_c,temperature_returned_c
constant,update,100000000,200000000,/chip/cluster_4/tcdm,0,0.020012207031250007,0.020012207031250007,26.972000000000037,27.084000000000003
constant,update,100000000,200000000,/chip/cluster_5/redmule,0,0.119967776,0.119967776,26.934000000000026,27.007000000000005
constant,update,100000000,200000000,/chip/cluster_5/tcdm,0,0.020012207031250007,0.020012207031250007,26.95700000000005,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_6/redmule,0,0.119967776,0.119967776,26.934000000000026,27.004999999999995
constant,update,100000000,200000000,/chip/cluster_6/tcdm,0,0.020012207031250007,0.020012207031250007,26.95700000000005,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_7/redmule,0,0.119967776,0.119967776,26.934000000000026,27.00600000000003
constant,update,100000000,200000000,/chip/cluster_7/tcdm,0,0.020012207031250007,0.020012207031250007,26.966000000000008,27.05600000000004
constant,update,100000000,200000000,/chip/cluster_8/redmule,0,0.119967776,0.119967776,26.93300000000005,27.003000000000043
constant,update,100000000,200000000,/chip/cluster_8/tcdm,0,0.020012207031250007,0.020012207031250007,26.95700000000005,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_9/redmule,0,0.119967776,0.119967776,26.934000000000026,27.004999999999995
constant,update,100000000,200000000,/chip/cluster_9/tcdm,0,0.020012207031250007,0.020012207031250007,26.95700000000005,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_10/redmule,0,0.119967776,0.119967776,26.934000000000026,27.004999999999995
constant,update,100000000,200000000,/chip/cluster_10/tcdm,0,0.020012207031250007,0.020012207031250007,26.95700000000005,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_11/redmule,0,0.119967776,0.119967776,26.934000000000026,27.00600000000003
constant,update,100000000,200000000,/chip/cluster_11/tcdm,0,0.020012207031250007,0.020012207031250007,26.966000000000008,27.05600000000004
constant,update,100000000,200000000,/chip/cluster_12/redmule,0,0.119967776,0.119967776,26.932000000000016,27.00200000000001
constant,update,100000000,200000000,/chip/cluster_12/tcdm,0,0.020012207031250007,0.020012207031250007,26.956000000000017,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_13/redmule,0,0.119967776,0.119967776,26.93300000000005,27.00400000000002
constant,update,100000000,200000000,/chip/cluster_13/tcdm,0,0.020012207031250007,0.020012207031250007,26.956000000000017,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_14/redmule,0,0.119967776,0.119967776,26.93300000000005,27.00400000000002
constant,update,100000000,200000000,/chip/cluster_14/tcdm,0,0.020012207031250007,0.020012207031250007,26.956000000000017,27.03800000000001
constant,update,100000000,200000000,/chip/cluster_15/redmule,0,0.119967776,0.119967776,26.934000000000026,27.004999999999995
constant,update,100000000,200000000,/chip/cluster_15/tcdm,0,0.020012207031250007,0.020012207031250007,26.966000000000008,27.05600000000004
constant,update,200000000,300000000,/chip/cluster_0/redmule,4.076863487999962,0.11996777599999998,4.196831263999962,31.836000000000013,33.69200000000001
constant,update,200000000,300000000,/chip/cluster_0/tcdm,0.04349081606182739,0.020012207031250003,0.0635030230930774,28.585000000000036,29.39300000000003
constant,update,200000000,300000000,/chip/cluster_1/redmule,0,0.11996777599999998,0.11996777599999998,27.057000000000016,27.16900000000004
constant,update,200000000,300000000,/chip/cluster_1/tcdm,0,0.020012207031250003,0.020012207031250003,27.039000000000044,27.107000000000028
constant,update,200000000,300000000,/chip/cluster_2/redmule,0,0.11996777599999998,0.11996777599999998,27.007000000000005,27.06800000000004
constant,update,200000000,300000000,/chip/cluster_2/tcdm,0,0.020012207031250003,0.020012207031250003,27.039000000000044,27.107000000000028
constant,update,200000000,300000000,/chip/cluster_3/redmule,0,0.11996777599999998,0.11996777599999998,27.008000000000038,27.069000000000017
constant,update,200000000,300000000,/chip/cluster_3/tcdm,0,0.020012207031250003,0.020012207031250003,27.057000000000016,27.13100000000003
